231.807739258,242.211883545,-93.2843093872
234.860900879,262.403045654,-90.6221542358
238.854324341,280.751617432,-87.1833114624
241.397644043,297.573944092,-82.9791564941
241.802459717,316.359832764,-74.003288269
238.695007324,331.768066406,-56.6901359558
233.641815186,342.494110107,-35.0595092773
232.015426636,351.616821289,-10.580737114
241.56803894,355.703918457,12.0615148544
261.913146973,347.121582031,23.8886489868
285.324066162,334.839660645,24.2088470459
306.190429688,321.796813965,20.7108879089
321.981018066,304.293518066,17.5884666443
328.644744873,284.081176758,15.8683958054
330.396118164,266.314086914,16.6242370605
330.818328857,246.819229126,18.3178977966
330.333312988,225.67628479,18.4944267273
192.403091431,224.655761719,-38.6497993469
188.721282959,215.765014648,-24.8616142273
189.54284668,212.404830933,-11.0008497238
192.283111572,212.609985352,0.175234794617
196.62387085,214.180526733,8.75020503998
222.154174805,209.253265381,37.9436645508
230.016983032,205.101348877,43.168056488
241.093811035,202.480773926,47.1905479431
255.170425415,203.30809021,49.9977912903
270.053344727,211.032836914,49.1880073547
210.389541626,238.349349976,25.231136322
204.980575562,252.35874939,31.6420936584
199.821014404,264.298583984,37.9716529846
199.77911377,274.39541626,39.148273468
209.432189941,283.214050293,14.3098497391
210.023025513,283.947174072,21.2853736877
213.507095337,284.606964111,28.3136291504
219.643417358,282.457305908,32.7040977478
226.358459473,280.666564941,34.1964569092
198.400405884,241.680725098,-22.4342002869
196.014663696,239.02243042,-12.1563482285
202.248031616,238.41116333,-4.76676654816
210.190917969,240.253234863,0.332239151001
203.854171753,243.841262817,-4.32302379608
199.294525146,244.768173218,-13.0642614365
236.174331665,235.635025024,29.3046035767
239.464538574,231.543869019,37.2565803528
246.056900024,229.978652954,44.4778862
257.008026123,231.59022522,44.047039032
248.490737915,236.214431763,42.6180839539
240.358779907,237.381256104,36.8108978271
216.28302002,307.703033447,-10.2306566238
210.721160889,300.602874756,6.9216375351
212.54208374,295.727935791,22.1148529053
216.463134766,296.351043701,27.7940635681
221.1902771,294.473480225,32.3866081238
236.067611694,297.00100708,37.276348114
253.68611145,302.113616943,34.9945831299
240.941619873,314.764862061,33.144947052
231.47946167,321.298492432,29.5469970703
224.196762085,323.470367432,22.8251457214
218.663391113,323.120635986,14.4840841293
216.589263916,318.241363525,4.07027339935
217.454177856,307.259674072,-8.4859495163
216.133285522,302.766052246,16.6509513855
220.156311035,301.841766357,25.0581703186
227.747390747,301.188781738,30.4731559753
252.239105225,302.021575928,33.4459533691
230.268218994,312.118347168,28.6486206055
223.358627319,314.109802246,22.6041564941
218.671081543,313.754211426,14.5937490463
